"previousstatus","currentstatus","startdate","enddate","supportprojectstatuslog2supportproject","changetype"
0,1,"2020-07-09","2020-08-17",446,0
1,9,"2020-08-17",NULL,446,1
0,1,"2020-07-09","2020-07-10",447,0
1,3,"2020-07-10","2020-07-20",447,0
3,4,"2020-07-20",NULL,447,0
4,5,"2020-08-17",NULL,447,0
4,5,"2020-07-27",NULL,447,0
0,1,"2020-07-10","2020-08-04",448,0
1,9,"2020-08-04","2020-08-04",448,1
9,7,"2020-08-04",NULL,448,0
1,9,"2020-08-04","2020-08-04",449,1
9,7,"2020-08-04",NULL,449,0
100,1,"2020-07-10","2020-08-04",449,0
1,9,"2020-08-04","2020-08-04",451,1
9,7,"2020-08-04",NULL,451,0
100,1,"2020-07-10","2020-08-04",451,0
1,9,"2020-08-04","2020-08-04",452,1
9,7,"2020-08-04",NULL,452,0
100,1,"2020-07-10","2020-08-04",452,0
1,4,"2020-08-08",NULL,453,0
100,1,"2020-07-13","2020-08-08",453,0
1,3,"2020-07-22",NULL,454,0
100,1,"2020-07-14","2020-07-22",454,0
1,3,"2020-07-23",NULL,455,0
100,1,"2020-07-14","2020-07-23",455,0
100,1,"2020-07-18",NULL,456,0
1,9,"2020-08-04","2020-08-04",457,1
9,7,"2020-08-04",NULL,457,0
100,1,"2020-07-18","2020-08-04",457,0
0,1,"2020-07-20","2020-08-04",458,0
1,9,"2020-08-04","2020-08-04",458,1
9,7,"2020-08-04",NULL,458,0
100,1,"2020-07-21",NULL,460,0
100,1,"2020-07-22",NULL,461,0
1,3,"2020-08-05",NULL,462,0
100,1,"2020-07-24","2020-08-05",462,0
1,9,"2020-08-05",NULL,463,1
100,1,"2020-07-24","2020-08-05",463,0
1,3,"2020-08-17",NULL,464,0
100,1,"2020-07-28","2020-08-17",464,0
1,9,"2020-08-04","2020-08-04",465,1
7,10,"2020-08-09",NULL,465,0
9,7,"2020-08-04",NULL,465,0
100,1,"2020-07-28","2020-08-04",465,0
100,1,"2020-07-28",NULL,466,0
1,9,"2020-08-17","2020-09-01",467,1
9,7,"2020-09-01",NULL,467,0
100,1,"2020-07-28","2020-08-17",467,0
1,9,"2020-08-20","2020-08-20",468,1
7,10,"2020-08-20",NULL,468,0
9,7,"2020-08-20",NULL,468,0
100,1,"2020-07-29","2020-08-20",468,0
100,1,"2020-07-31",NULL,469,0
0,1,"2020-08-02","2020-08-26",470,0
1,3,"2020-08-26",NULL,470,0
1,3,"2020-08-03",NULL,471,0
100,1,"2020-08-03","2020-08-03",471,0
1,3,"2020-08-03",NULL,472,0
100,1,"2020-08-03","2020-08-03",472,0
1,3,"2020-08-03",NULL,473,0
100,1,"2020-08-03","2020-08-03",473,0
1,3,"2020-08-03",NULL,474,0
100,1,"2020-08-03","2020-08-03",474,0
1,9,"2020-08-07","2020-08-07",475,1
9,7,"2020-08-07",NULL,475,0
100,1,"2020-08-04","2020-08-07",475,0
100,1,"2020-08-04",NULL,476,0
100,1,"2020-08-10",NULL,477,0
100,1,"2020-08-10",NULL,478,0
1,3,"2020-08-20",NULL,479,0
100,1,"2020-08-13","2020-08-20",479,0
100,1,"2020-08-14",NULL,480,0
1,3,"2020-08-17",NULL,481,0
100,1,"2020-08-14","2020-08-17",481,0
100,1,"2020-08-17",NULL,482,0
100,1,"2020-08-19",NULL,483,0
100,1,"2020-08-23",NULL,484,0
1,9,"2020-08-25","2020-08-25",485,1
7,10,"2020-08-25",NULL,485,0
9,7,"2020-08-25",NULL,485,0
100,1,"2020-08-23","2020-08-25",485,0
1,9,"2020-08-25","2020-08-25",486,1
7,10,"2020-08-25",NULL,486,0
9,7,"2020-08-25",NULL,486,0
100,1,"2020-08-23","2020-08-25",486,0
1,3,"2020-09-07",NULL,487,0
100,1,"2020-08-23","2020-09-07",487,0
1,3,"2020-08-24","2020-09-02",488,0
3,4,"2020-09-02",NULL,488,0
100,1,"2020-08-24","2020-08-24",488,0
100,1,"2020-08-27",NULL,489,0
100,1,"2020-08-27",NULL,490,0
100,1,"2020-09-01",NULL,491,0
100,1,"2020-09-02",NULL,492,0
100,1,"2020-09-03",NULL,493,0
100,1,"2020-09-03",NULL,494,0
100,1,"2020-09-07",NULL,495,0
100,1,"2020-09-07",NULL,496,0
100,1,"2020-09-08",NULL,497,0
