"supportprojectstatuslogid","previousstatus","currentstatus","startdate","enddate","reason","additionalinfo","supportprojectstatuslog2supportproject","changetype"
549,1,9,"2019-09-19","2019-10-10",3,"Potential move to a good governance request",266,1
603,9,7,"2019-10-10",NULL,NULL,NULL,266,0
602,1,3,"2019-10-10","2019-12-11",NULL,NULL,267,0
736,3,4,"2019-12-11",NULL,NULL,NULL,267,0
552,1,3,"2019-09-21","2020-02-20",NULL,NULL,268,0
892,3,9,"2020-02-20","2020-04-14",3,"No info back from the Organisation. Trying to reconnect",268,1
891,4,3,"2020-02-20","2020-02-20",NULL,NULL,268,0
1086,9,7,"2020-04-14",NULL,NULL,NULL,268,0
597,1,3,"2019-10-08","2020-01-16",NULL,NULL,269,0
1082,3,9,"2020-04-14",NULL,3,"Due to the situation with COVID-19. ",269,1
1081,4,3,"2020-04-14","2020-04-14",NULL,NULL,269,0
751,4,3,"2020-01-16","2020-04-14",NULL,NULL,269,0
724,1,3,"2019-11-26",NULL,NULL,NULL,270,0
828,1,9,"2020-02-10","2020-02-10",3,"This was a test request to show the leaders how to enter a service",271,1
829,9,7,"2020-02-10",NULL,NULL,NULL,271,0
583,1,3,"2019-09-30","2020-02-27",NULL,NULL,272,0
581,1,3,"2019-09-30","2019-09-30",NULL,NULL,272,0
582,3,1,"2019-09-30","2019-09-30",NULL,NULL,272,0
947,4,6,"2020-02-27",NULL,NULL,NULL,272,0
1041,1,9,"2020-03-31",NULL,3,"No substantial progress over three since November 2019 to get this projet running.
20200331 - Rupert",273,1
605,1,3,"2019-10-10","2020-02-17",NULL,NULL,274,0
945,3,9,"2020-02-27","2020-02-27",3,"Executive Director sent an email saying that he can´t attend the service requested.",274,1
848,4,3,"2020-02-17","2020-02-27",NULL,NULL,274,0
946,9,7,"2020-02-27",NULL,NULL,NULL,274,0
601,1,3,"2019-10-10","2020-04-21",NULL,NULL,275,0
1104,4,3,"2020-04-21",NULL,NULL,NULL,275,0
595,1,4,"2019-10-08",NULL,NULL,NULL,276,0
596,1,3,"2019-10-08",NULL,NULL,NULL,277,0
833,4,5,"2020-02-11","2020-02-12",NULL,NULL,277,0
835,5,6,"2020-02-12",NULL,NULL,NULL,277,0
727,1,9,"2019-11-28",NULL,3,"Waiting reaction form the NSA ",278,1
1044,1,9,"2020-03-31",NULL,1,NULL,279,1
598,1,3,"2019-10-08","2019-11-14",NULL,NULL,280,0
654,3,4,"2019-11-14","2020-02-14",NULL,NULL,280,0
841,5,6,"2020-02-14",NULL,NULL,NULL,280,0
619,1,3,"2019-10-12",NULL,NULL,NULL,281,0
614,0,1,"2019-10-11","2019-10-16",NULL,NULL,282,0
622,1,3,"2019-10-16","2020-03-03",NULL,NULL,282,0
990,4,3,"2020-03-03","2020-06-08",NULL,NULL,282,0
1216,4,3,"2020-06-08",NULL,NULL,NULL,282,0
615,1,3,"2019-10-11","2020-02-27",NULL,NULL,283,0
1468,3,4,"2020-08-28","2020-08-28",NULL,NULL,283,0
1098,4,3,"2020-04-18","2020-08-28",NULL,NULL,283,0
948,4,3,"2020-02-27","2020-04-18",NULL,NULL,283,0
1469,4,3,"2020-08-28",NULL,NULL,NULL,283,0
621,1,3,"2019-10-16",NULL,NULL,NULL,284,0
620,1,4,"2019-10-14",NULL,NULL,NULL,285,0
963,4,5,"2020-03-02","2020-03-02",NULL,NULL,285,0
977,5,6,"2020-03-02",NULL,NULL,NULL,285,0
734,1,3,"2019-12-09",NULL,NULL,NULL,286,0
638,1,3,"2019-10-30",NULL,NULL,NULL,287,0
1042,1,3,"2020-03-31","2020-05-21",NULL,NULL,288,0
1154,3,4,"2020-05-21",NULL,NULL,NULL,288,0
782,1,3,"2020-01-24","2020-08-25",NULL,NULL,289,0
1462,4,3,"2020-08-25",NULL,NULL,NULL,289,0
754,1,9,"2020-01-16","2020-07-13",1,"Postponed until getting info back from TSA",290,1
1297,9,7,"2020-07-13",NULL,NULL,NULL,290,0
635,1,4,"2019-10-29",NULL,NULL,NULL,291,0
842,4,5,"2020-02-14","2020-03-02",NULL,NULL,291,0
983,5,6,"2020-03-02",NULL,NULL,NULL,291,0
636,1,4,"2019-10-29",NULL,NULL,NULL,292,0
965,4,5,"2020-03-02","2020-03-02",NULL,NULL,292,0
987,5,6,"2020-03-02",NULL,NULL,NULL,292,0
637,1,4,"2019-10-29",NULL,NULL,NULL,293,0
964,4,5,"2020-03-02","2020-03-02",NULL,NULL,293,0
985,5,6,"2020-03-02",NULL,NULL,NULL,293,0
653,1,3,"2019-11-14","2020-07-23",NULL,NULL,294,0
1336,4,6,"2020-07-23",NULL,NULL,NULL,294,0
639,1,3,"2019-11-01",NULL,NULL,NULL,295,0
641,1,3,"2019-11-01","2020-03-02",NULL,NULL,296,0
1373,4,5,"2020-08-03",NULL,NULL,NULL,296,0
960,4,3,"2020-03-02",NULL,NULL,NULL,296,0
1437,5,5,"2020-08-18",NULL,NULL,NULL,296,0
1438,5,5,"2020-08-18",NULL,NULL,NULL,296,0
1374,5,5,"2020-08-03",NULL,NULL,NULL,296,0
657,1,9,"2019-11-14","2019-11-14",2,"El servicio va a ser reubicado en el área de buena gobernanza",297,1
923,7,10,"2020-02-21",NULL,NULL,NULL,297,0
658,9,7,"2019-11-14",NULL,NULL,NULL,297,0
800,1,3,"2020-01-31","2020-05-13",NULL,NULL,298,0
1363,3,9,"2020-07-30",NULL,1,"El servicio se pone pausa debido a una situación de conflicto interno en el órgano de gobierno de la OSN",298,1
1141,4,3,"2020-05-13","2020-07-30",NULL,NULL,298,0
738,1,3,"2019-12-18","2020-03-09",NULL,NULL,299,0
1019,4,3,"2020-03-09",NULL,NULL,NULL,299,0
720,1,3,"2019-11-22","2020-03-23",NULL,NULL,300,0
1279,4,3,"2020-07-07",NULL,NULL,NULL,300,0
1032,4,3,"2020-03-23","2020-07-07",NULL,NULL,300,0
646,0,1,"2019-11-07","2019-11-19",NULL,NULL,301,0
663,1,3,"2019-11-19",NULL,NULL,NULL,301,0
659,1,3,"2019-11-15",NULL,NULL,NULL,302,0
650,1,4,"2019-11-12",NULL,NULL,NULL,303,0
651,1,3,"2019-11-12",NULL,NULL,NULL,304,0
771,1,3,"2020-01-22",NULL,NULL,NULL,305,0
845,1,3,"2020-02-14","2020-07-30",NULL,NULL,306,0
1359,3,9,"2020-07-30",NULL,1,"Este servicio se pone en pausa debido a una situación de conflicto interna en el Órgano de Gobierno de la OSN ",306,1
1357,4,3,"2020-07-30","2020-07-30",NULL,NULL,306,0
801,1,3,"2020-01-31","2020-05-13",NULL,NULL,307,0
1362,3,4,"2020-07-30",NULL,NULL,NULL,307,0
1142,4,3,"2020-05-13","2020-07-30",NULL,NULL,307,0
796,1,3,"2020-01-30","2020-09-07",NULL,NULL,308,0
1485,3,4,"2020-09-07",NULL,NULL,NULL,308,0
664,1,3,"2019-11-19",NULL,NULL,NULL,309,0
968,4,5,"2020-03-02","2020-03-02",NULL,NULL,309,0
986,5,6,"2020-03-02",NULL,NULL,NULL,309,0
730,1,3,"2019-12-02","2019-12-03",NULL,NULL,310,0
731,3,9,"2019-12-03",NULL,3,"El servicio comenzará hasta el mes de Febrero de 2020, una vez que se haya cerrado el proceso de actualización del Proyecto Educativo.",310,1
667,1,3,"2019-11-21",NULL,NULL,NULL,311,0
994,4,5,"2020-03-03",NULL,NULL,NULL,311,0
995,4,5,"2020-03-03","2020-03-03",NULL,NULL,311,0
996,5,6,"2020-03-03",NULL,NULL,NULL,311,0
1043,1,3,"2020-03-31",NULL,NULL,NULL,312,0
668,1,3,"2019-11-21",NULL,NULL,NULL,313,0
723,1,3,"2019-11-25",NULL,NULL,NULL,314,0
725,1,3,"2019-11-27",NULL,NULL,NULL,318,0
726,0,1,"2019-11-27","2020-07-23",NULL,NULL,319,0
1337,1,9,"2020-07-23",NULL,1,NULL,319,1
794,1,3,"2020-01-30","2020-01-30",NULL,NULL,320,0
795,3,4,"2020-01-30","2020-01-31",NULL,NULL,320,0
807,4,6,"2020-01-31",NULL,NULL,NULL,320,0
729,1,3,"2019-12-02","2020-05-12",NULL,NULL,321,0
1280,4,3,"2020-07-07",NULL,NULL,NULL,321,0
1130,4,3,"2020-05-12","2020-07-07",NULL,NULL,321,0
804,1,4,"2020-01-31",NULL,NULL,NULL,322,0
1208,4,5,"2020-06-03",NULL,NULL,NULL,322,0
1209,4,5,"2020-06-03","2020-06-11",NULL,NULL,322,0
1231,5,6,"2020-06-11",NULL,NULL,NULL,322,0
805,1,4,"2020-01-31",NULL,NULL,NULL,323,0
732,0,1,"2019-12-04","2020-01-31",NULL,NULL,324,0
806,1,4,"2020-01-31",NULL,NULL,NULL,324,0
855,1,3,"2020-02-17","2020-05-13",NULL,NULL,325,0
1143,4,3,"2020-05-13",NULL,NULL,NULL,325,0
768,1,3,"2020-01-20","2020-06-09",NULL,NULL,326,0
1220,4,3,"2020-06-09",NULL,NULL,NULL,326,0
735,1,3,"2019-12-11",NULL,NULL,NULL,329,0
997,4,5,"2020-03-03","2020-03-03",NULL,NULL,329,0
998,5,6,"2020-03-03",NULL,NULL,NULL,329,0
737,1,3,"2019-12-13",NULL,NULL,NULL,330,0
1000,4,5,"2020-03-04",NULL,NULL,NULL,330,0
1001,5,5,"2020-03-04","2020-03-04",NULL,NULL,330,0
1002,5,6,"2020-03-04",NULL,NULL,NULL,330,0
878,1,3,"2020-02-18","2020-05-12",NULL,NULL,331,0
1129,4,3,"2020-05-12",NULL,NULL,NULL,331,0
856,0,9,"2020-02-18","2020-02-18",0,"jhgjhfuj",332,1
858,7,10,"2020-02-18",NULL,NULL,NULL,332,0
857,9,7,"2020-02-18",NULL,NULL,NULL,332,0
1303,1,9,"2020-07-15",NULL,2,"This is a duplicate request perhaps because of the slow internet connection from the side of Myanmar.",333,1
741,100,1,"2020-01-02","2020-07-15",NULL,NULL,333,0
742,0,1,"2020-01-02","2020-07-15",NULL,NULL,334,0
1302,1,3,"2020-07-15",NULL,NULL,NULL,334,0
756,1,3,"2020-01-17","2020-03-24",NULL,NULL,335,0
1034,4,6,"2020-03-24",NULL,NULL,NULL,335,0
744,100,1,"2020-01-07","2020-01-17",NULL,NULL,335,0
1007,1,3,"2020-03-04",NULL,NULL,NULL,336,0
745,100,1,"2020-01-08","2020-03-04",NULL,NULL,336,0
761,1,4,"2020-01-19",NULL,NULL,NULL,337,0
746,100,1,"2020-01-13","2020-01-19",NULL,NULL,337,0
766,1,9,"2020-01-19","2020-06-15",3,"reloaded on 19 January 2020",338,1
1247,1,3,"2020-06-21",NULL,NULL,NULL,338,0
1234,9,1,"2020-06-15","2020-06-21",NULL,NULL,338,0
747,100,1,"2020-01-14","2020-01-19",NULL,NULL,338,0
814,1,3,"2020-02-04",NULL,NULL,NULL,339,0
748,100,1,"2020-01-15","2020-02-04",NULL,NULL,339,0
767,1,3,"2020-01-20",NULL,NULL,NULL,340,0
838,4,5,"2020-02-13",NULL,NULL,NULL,340,0
840,4,5,"2020-02-13",NULL,NULL,NULL,340,0
1061,4,5,"2020-04-07",NULL,NULL,NULL,340,0
839,4,5,"2020-02-13",NULL,NULL,NULL,340,0
1062,4,5,"2020-04-07",NULL,NULL,NULL,340,0
1063,4,5,"2020-04-07","2020-04-07",NULL,NULL,340,0
1064,5,6,"2020-04-07",NULL,NULL,NULL,340,0
749,100,1,"2020-01-15","2020-01-20",NULL,NULL,340,0
778,1,3,"2020-01-23",NULL,NULL,NULL,341,0
750,100,1,"2020-01-16","2020-01-23",NULL,NULL,341,0
826,1,3,"2020-02-09",NULL,NULL,NULL,342,0
755,100,1,"2020-01-17","2020-02-09",NULL,NULL,342,0
936,1,3,"2020-02-24",NULL,NULL,NULL,343,0
757,100,1,"2020-01-18","2020-02-24",NULL,NULL,343,0
978,1,9,"2020-03-02","2020-03-02",2,"La OSN solicitó tres servicios similares, uno por cada programa mundial. 
En acuerdo entre la OSN y la consultora asignada -Laura Delgado- se decidió integrarlos en un solo servicio que ya está en marcha.",344,1
1022,7,10,"2020-03-11",NULL,NULL,NULL,344,0
979,9,7,"2020-03-02",NULL,NULL,NULL,344,0
758,100,1,"2020-01-18","2020-03-02",NULL,NULL,344,0
980,1,9,"2020-03-02","2020-03-02",2,"La OSN solicitó tres servicios similares, uno por cada programa mundial. 
En acuerdo entre la OSN y la consultora asignada -Laura Delgado- se decidió integrarlos en un solo servicio que ya está en marcha.",345,1
982,7,10,"2020-03-02",NULL,NULL,NULL,345,0
981,9,7,"2020-03-02",NULL,NULL,NULL,345,0
759,100,1,"2020-01-18","2020-03-02",NULL,NULL,345,0
1212,1,3,"2020-06-07","2020-06-15",NULL,NULL,346,0
1235,3,9,"2020-06-15","2020-06-15",3,"This request will be canceled",346,1
1242,7,10,"2020-06-15",NULL,NULL,NULL,346,0
1236,9,7,"2020-06-15",NULL,NULL,NULL,346,0
762,100,1,"2020-01-19","2020-06-07",NULL,NULL,346,0
830,1,3,"2020-02-10","2020-06-15",NULL,NULL,347,0
1238,3,9,"2020-06-15","2020-06-15",3,"This Service Request will be canceled",347,1
1237,4,3,"2020-06-15","2020-06-15",NULL,NULL,347,0
1239,9,7,"2020-06-15",NULL,NULL,NULL,347,0
765,100,1,"2020-01-19","2020-02-10",NULL,NULL,347,0
813,1,3,"2020-02-04",NULL,NULL,NULL,348,0
770,100,1,"2020-01-21","2020-02-04",NULL,NULL,348,0
790,1,3,"2020-01-30","2020-01-30",NULL,NULL,350,0
791,3,9,"2020-01-30","2020-01-30",2,"Double request from the NSO",350,1
793,7,10,"2020-01-30",NULL,NULL,NULL,350,0
792,9,7,"2020-01-30",NULL,NULL,NULL,350,0
776,100,1,"2020-01-23","2020-01-30",NULL,NULL,350,0
803,1,3,"2020-01-31",NULL,NULL,NULL,351,0
777,100,1,"2020-01-23","2020-01-31",NULL,NULL,351,0
781,1,3,"2020-01-24",NULL,NULL,NULL,352,0
1060,4,5,"2020-04-06",NULL,NULL,NULL,352,0
854,4,5,"2020-02-17",NULL,NULL,NULL,352,0
1071,4,5,"2020-04-07","2020-05-13",NULL,NULL,352,0
1136,5,6,"2020-05-13",NULL,NULL,NULL,352,0
779,100,1,"2020-01-24","2020-01-24",NULL,NULL,352,0
867,1,9,"2020-02-18","2020-02-18",2,NULL,353,1
924,7,10,"2020-02-21",NULL,NULL,NULL,353,0
868,9,7,"2020-02-18",NULL,NULL,NULL,353,0
783,100,1,"2020-01-24","2020-02-18",NULL,NULL,353,0
926,1,3,"2020-02-24",NULL,NULL,NULL,354,0
784,100,1,"2020-01-25","2020-02-24",NULL,NULL,354,0
869,1,9,"2020-02-18","2020-02-18",2,NULL,356,1
925,7,10,"2020-02-21",NULL,NULL,NULL,356,0
870,9,7,"2020-02-18",NULL,NULL,NULL,356,0
798,100,1,"2020-01-30","2020-02-18",NULL,NULL,356,0
799,0,1,"2020-01-30","2020-02-14",NULL,NULL,357,0
846,1,3,"2020-02-14","2020-05-13",NULL,NULL,357,0
1365,4,3,"2020-07-30",NULL,NULL,NULL,357,0
1144,4,3,"2020-05-13","2020-07-30",NULL,NULL,357,0
808,0,1,"2020-02-04","2020-02-04",NULL,NULL,358,0
809,1,3,"2020-02-04",NULL,NULL,NULL,358,0
1020,1,3,"2020-03-09",NULL,NULL,NULL,359,0
815,100,1,"2020-02-04","2020-03-09",NULL,NULL,359,0
879,1,3,"2020-02-18","2020-06-09",NULL,NULL,360,0
1328,3,4,"2020-07-20",NULL,NULL,NULL,360,0
1330,4,5,"2020-07-21",NULL,NULL,NULL,360,0
1225,4,3,"2020-06-09","2020-07-20",NULL,NULL,360,0
1361,4,5,"2020-07-30",NULL,NULL,NULL,360,0
1360,4,5,"2020-07-30",NULL,NULL,NULL,360,0
1358,4,5,"2020-07-30",NULL,NULL,NULL,360,0
1329,4,5,"2020-07-21",NULL,NULL,NULL,360,0
1384,5,6,"2020-08-03",NULL,NULL,NULL,360,0
1383,5,5,"2020-08-03","2020-08-03",NULL,NULL,360,0
818,100,1,"2020-02-06","2020-02-18",NULL,NULL,360,0
863,1,3,"2020-02-18",NULL,NULL,NULL,361,0
1065,4,5,"2020-04-07",NULL,NULL,NULL,361,0
1066,4,5,"2020-04-07",NULL,NULL,NULL,361,0
1038,4,5,"2020-03-30",NULL,NULL,NULL,361,0
1039,4,5,"2020-03-30",NULL,NULL,NULL,361,0
1069,5,5,"2020-04-07",NULL,NULL,NULL,361,0
1070,5,5,"2020-04-07","2020-05-07",NULL,NULL,361,0
1125,5,6,"2020-05-07",NULL,NULL,NULL,361,0
819,100,1,"2020-02-06","2020-02-18",NULL,NULL,361,0
825,0,1,"2020-02-09","2020-07-30",NULL,NULL,363,0
1351,1,9,"2020-07-30","2020-07-30",2,"The request was put in twice ",363,1
1353,7,10,"2020-07-30",NULL,NULL,NULL,363,0
1352,9,7,"2020-07-30",NULL,NULL,NULL,363,0
1118,1,3,"2020-05-04",NULL,NULL,NULL,364,0
827,100,1,"2020-02-09","2020-05-04",NULL,NULL,364,0
1009,1,3,"2020-03-05","2020-06-22",NULL,NULL,365,0
1248,4,3,"2020-06-22",NULL,NULL,NULL,365,0
832,100,1,"2020-02-11","2020-03-05",NULL,NULL,365,0
887,1,3,"2020-02-19","2020-06-09",NULL,NULL,367,0
1224,3,9,"2020-06-09",NULL,1,"Due COVID-19 the NSO asked to put on hold this service, the will re-take it once the conditions improved. ",367,1
834,100,1,"2020-02-11","2020-02-19",NULL,NULL,367,0
1306,1,9,"2020-07-15","2020-08-19",2,"This is a duplicate service request.  Needs to be cancelled.",368,1
1448,7,10,"2020-08-20",NULL,NULL,NULL,368,0
1443,9,7,"2020-08-19",NULL,NULL,NULL,368,0
836,100,1,"2020-02-13","2020-07-15",NULL,NULL,368,0
1282,1,4,"2020-07-08",NULL,NULL,NULL,369,0
1432,4,5,"2020-08-17",NULL,NULL,NULL,369,0
1436,5,5,"2020-08-18",NULL,NULL,NULL,369,0
1442,5,6,"2020-08-19","2020-09-01",NULL,NULL,369,0
1441,5,5,"2020-08-19","2020-08-19",NULL,NULL,369,0
1440,5,5,"2020-08-19",NULL,NULL,NULL,369,0
1473,6,8,"2020-09-01",NULL,NULL,NULL,369,0
837,100,1,"2020-02-13","2020-07-08",NULL,NULL,369,0
1139,1,3,"2020-05-13",NULL,NULL,NULL,370,0
847,100,1,"2020-02-15","2020-05-13",NULL,NULL,370,0
890,1,3,"2020-02-20",NULL,NULL,NULL,371,0
862,100,1,"2020-02-18","2020-02-20",NULL,NULL,371,0
897,0,9,"2020-02-20","2020-02-20",2,"هذه الخدمة لا تحتاج الى اى تمويل
",372,1
1021,0,1,"2020-03-10","2020-03-26",NULL,NULL,372,0
1035,1,4,"2020-03-26",NULL,NULL,NULL,372,0
898,9,0,"2020-02-20","2020-03-10",NULL,NULL,372,0
905,0,1,"2020-02-21","2020-02-21",NULL,NULL,373,0
906,1,9,"2020-02-21","2020-02-21",3,"Testing",373,1
908,7,10,"2020-02-21",NULL,NULL,NULL,373,0
907,9,7,"2020-02-21",NULL,NULL,NULL,373,0
909,0,9,"2020-02-21","2020-02-21",1,NULL,374,1
911,7,10,"2020-02-21",NULL,NULL,NULL,374,0
910,9,7,"2020-02-21",NULL,NULL,NULL,374,0
913,1,9,"2020-02-21","2020-02-21",0,NULL,375,1
915,7,10,"2020-02-21",NULL,NULL,NULL,375,0
914,9,7,"2020-02-21",NULL,NULL,NULL,375,0
912,100,1,"2020-02-21","2020-02-21",NULL,NULL,375,0
917,1,9,"2020-02-21","2020-02-21",0,NULL,376,1
919,7,10,"2020-02-21",NULL,NULL,NULL,376,0
918,9,7,"2020-02-21",NULL,NULL,NULL,376,0
916,100,1,"2020-02-21","2020-02-21",NULL,NULL,376,0
928,1,9,"2020-02-24","2020-02-24",0,NULL,377,1
930,7,10,"2020-02-24",NULL,NULL,NULL,377,0
929,9,7,"2020-02-24",NULL,NULL,NULL,377,0
927,100,1,"2020-02-24","2020-02-24",NULL,NULL,377,0
938,1,4,"2020-02-25",NULL,NULL,NULL,378,0
1014,4,5,"2020-03-07","2020-03-07",NULL,NULL,378,0
1015,5,6,"2020-03-07",NULL,NULL,NULL,378,0
937,100,1,"2020-02-25","2020-02-25",NULL,NULL,378,0
940,1,3,"2020-02-25","2020-02-25",NULL,NULL,379,0
941,3,4,"2020-02-25",NULL,NULL,NULL,379,0
939,100,1,"2020-02-25","2020-02-25",NULL,NULL,379,0
1012,0,1,"2020-03-06","2020-03-09",NULL,NULL,380,0
1016,1,3,"2020-03-09",NULL,NULL,NULL,380,0
1013,0,1,"2020-03-06","2020-03-09",NULL,NULL,381,0
1017,1,3,"2020-03-09","2020-04-18",NULL,NULL,381,0
1482,3,4,"2020-09-07",NULL,NULL,NULL,381,0
1100,4,3,"2020-04-18","2020-09-07",NULL,NULL,381,0
955,1,3,"2020-03-02",NULL,NULL,NULL,382,0
953,100,1,"2020-03-01","2020-03-02",NULL,NULL,382,0
956,1,4,"2020-03-02",NULL,NULL,NULL,383,0
1046,4,5,"2020-03-31",NULL,NULL,NULL,383,0
1147,5,6,"2020-05-13",NULL,NULL,NULL,383,0
1146,5,5,"2020-05-13","2020-05-13",NULL,NULL,383,0
954,100,1,"2020-03-01","2020-03-02",NULL,NULL,383,0
1370,1,9,"2020-07-31",NULL,3,"This service is delayed on the NSO side because of the impact of COVID. Radu is in contact with them and he will support them (with Máire) once they are in a position to work on it again.",385,1
999,100,1,"2020-03-03","2020-07-31",NULL,NULL,385,0
1018,1,3,"2020-03-09","2020-04-18",NULL,NULL,386,0
1101,4,3,"2020-04-18",NULL,NULL,NULL,386,0
1011,100,1,"2020-03-06","2020-03-09",NULL,NULL,386,0
1213,1,3,"2020-06-07",NULL,NULL,NULL,387,0
1024,100,1,"2020-03-17","2020-06-07",NULL,NULL,387,0
1025,100,1,"2020-03-17",NULL,NULL,NULL,388,0
1122,1,4,"2020-05-06",NULL,NULL,NULL,389,0
1026,100,1,"2020-03-19","2020-05-06",NULL,NULL,389,0
1068,1,3,"2020-04-07","2020-08-04",NULL,NULL,390,0
1399,3,4,"2020-08-04",NULL,NULL,NULL,390,0
1435,4,5,"2020-08-17",NULL,NULL,NULL,390,0
1433,4,5,"2020-08-17",NULL,NULL,NULL,390,0
1466,5,5,"2020-08-27",NULL,NULL,NULL,390,0
1463,5,5,"2020-08-25",NULL,NULL,NULL,390,0
1027,100,1,"2020-03-21","2020-04-07",NULL,NULL,390,0
1030,100,1,"2020-03-23",NULL,NULL,NULL,391,0
1048,1,3,"2020-04-01",NULL,NULL,NULL,392,0
1047,100,1,"2020-04-01","2020-04-01",NULL,NULL,392,0
1053,1,9,"2020-04-02","2020-04-02",0,"test",393,1
1055,7,10,"2020-04-02",NULL,NULL,NULL,393,0
1054,9,7,"2020-04-02",NULL,NULL,NULL,393,0
1052,100,1,"2020-04-02","2020-04-02",NULL,NULL,393,0
1072,1,3,"2020-04-09",NULL,NULL,NULL,394,0
1057,100,1,"2020-04-06","2020-04-09",NULL,NULL,394,0
1074,1,9,"2020-04-13","2020-04-13",3,"test",395,1
1076,7,10,"2020-04-13",NULL,NULL,NULL,395,0
1075,9,7,"2020-04-13",NULL,NULL,NULL,395,0
1073,100,1,"2020-04-13","2020-04-13",NULL,NULL,395,0
1174,1,4,"2020-05-26","2020-06-30",NULL,NULL,396,0
1253,4,6,"2020-06-30",NULL,NULL,NULL,396,0
1077,100,1,"2020-04-13","2020-05-26",NULL,NULL,396,0
1090,1,9,"2020-04-16","2020-04-16",3,"test",397,1
1092,7,10,"2020-04-16",NULL,NULL,NULL,397,0
1091,9,7,"2020-04-16",NULL,NULL,NULL,397,0
1089,100,1,"2020-04-16","2020-04-16",NULL,NULL,397,0
1096,1,3,"2020-04-18",NULL,NULL,NULL,398,0
1093,100,1,"2020-04-16","2020-04-18",NULL,NULL,398,0
1097,1,3,"2020-04-18",NULL,NULL,NULL,399,0
1094,100,1,"2020-04-17","2020-04-18",NULL,NULL,399,0
1179,1,3,"2020-05-26",NULL,NULL,NULL,400,0
1095,100,1,"2020-04-17","2020-05-26",NULL,NULL,400,0
1113,1,9,"2020-04-29","2020-04-29",2,NULL,401,1
1116,7,10,"2020-04-29",NULL,NULL,NULL,401,0
1114,9,7,"2020-04-29",NULL,NULL,NULL,401,0
1107,100,1,"2020-04-21","2020-04-29",NULL,NULL,401,0
1478,1,3,"2020-09-03",NULL,NULL,NULL,402,0
1108,100,1,"2020-04-22","2020-09-03",NULL,NULL,402,0
1175,1,4,"2020-05-26","2020-07-15",NULL,NULL,403,0
1307,4,6,"2020-07-15",NULL,NULL,NULL,403,0
1115,100,1,"2020-04-29","2020-05-26",NULL,NULL,403,0
1120,1,3,"2020-05-05",NULL,NULL,NULL,404,0
1119,100,1,"2020-05-05","2020-05-05",NULL,NULL,404,0
1128,1,3,"2020-05-12","2020-05-21",NULL,NULL,405,0
1155,3,4,"2020-05-21",NULL,NULL,NULL,405,0
1201,4,5,"2020-05-28",NULL,NULL,NULL,405,0
1202,5,5,"2020-05-28",NULL,NULL,NULL,405,0
1126,100,1,"2020-05-08","2020-05-12",NULL,NULL,405,0
1145,1,3,"2020-05-13","2020-05-25",NULL,NULL,406,0
1169,4,6,"2020-05-25",NULL,NULL,NULL,406,0
1127,100,1,"2020-05-11","2020-05-13",NULL,NULL,406,0
1211,1,3,"2020-06-04",NULL,NULL,NULL,407,0
1148,100,1,"2020-05-14","2020-06-04",NULL,NULL,407,0
1156,0,1,"2020-05-22","2020-07-15",NULL,NULL,408,0
1304,1,3,"2020-07-15",NULL,NULL,NULL,408,0
1214,1,3,"2020-06-07",NULL,NULL,NULL,409,0
1166,100,1,"2020-05-23","2020-06-07",NULL,NULL,409,0
1226,1,3,"2020-06-10",NULL,NULL,NULL,410,0
1191,100,1,"2020-05-26","2020-06-10",NULL,NULL,410,0
1227,1,3,"2020-06-10",NULL,NULL,NULL,411,0
1192,100,1,"2020-05-26","2020-06-10",NULL,NULL,411,0
1210,1,3,"2020-06-04",NULL,NULL,NULL,412,0
1206,100,1,"2020-06-02","2020-06-04",NULL,NULL,412,0
1305,1,3,"2020-07-15",NULL,NULL,NULL,413,0
1215,100,1,"2020-06-08","2020-07-15",NULL,NULL,413,0
1356,1,3,"2020-07-30",NULL,NULL,NULL,414,0
1217,100,1,"2020-06-08","2020-07-30",NULL,NULL,414,0
1233,1,3,"2020-06-12",NULL,NULL,NULL,415,0
1219,100,1,"2020-06-09","2020-06-12",NULL,NULL,415,0
1232,100,1,"2020-06-12",NULL,NULL,NULL,416,0
1241,1,3,"2020-06-15",NULL,NULL,NULL,417,0
1240,100,1,"2020-06-15","2020-06-15",NULL,NULL,417,0
1271,0,1,"2020-07-05",NULL,NULL,NULL,418,0
1251,1,4,"2020-06-25",NULL,NULL,NULL,419,0
1250,100,1,"2020-06-25","2020-06-25",NULL,NULL,419,0
1364,1,3,"2020-07-30",NULL,NULL,NULL,420,0
1252,100,1,"2020-06-25","2020-07-30",NULL,NULL,420,0
1333,1,3,"2020-07-21",NULL,NULL,NULL,421,0
1256,100,1,"2020-07-01","2020-07-21",NULL,NULL,421,0
1308,1,3,"2020-07-15",NULL,NULL,NULL,422,0
1257,100,1,"2020-07-03","2020-07-15",NULL,NULL,422,0
1310,1,3,"2020-07-15",NULL,NULL,NULL,423,0
1258,100,1,"2020-07-03","2020-07-15",NULL,NULL,423,0
1311,1,3,"2020-07-15",NULL,NULL,NULL,424,0
1259,100,1,"2020-07-03","2020-07-15",NULL,NULL,424,0
1312,1,3,"2020-07-15",NULL,NULL,NULL,425,0
1260,100,1,"2020-07-03","2020-07-15",NULL,NULL,425,0
1309,1,3,"2020-07-15",NULL,NULL,NULL,426,0
1261,100,1,"2020-07-03","2020-07-15",NULL,NULL,426,0
1313,1,3,"2020-07-15",NULL,NULL,NULL,427,0
